,Genes,Norm_Symbol,Phosphosite_hu_no
15651,TPSG1,TPSG1,1
15652,TPST1,TPST1,5
15653,TPST2,TPST2,4
15654,TPT1,TPT1,13
15655,TPTE,TPTE,9
15656,TPTE2,TPTE2,6
15657,TPX2,TPX2,56
15658,THRA,THRA,5
15659,THRB,THRB,5
15660,TRA2A,TRA2A,60
15661,TRA2B,TRA2B,54
15662,TRABD,TRABD,7
15663,TRABD2A,TRABD2A,7
15664,TRA,TRA,3
15665,TRADD,TRADD,3
15666,TRAF1,TRAF1,5
15667,TRAF2,TRAF2,15
15668,TRAF3,TRAF3,7
15669,TRAF3IP1,TRAF3IP1,20
15670,TRAF3IP2,TRAF3IP2,5
15671,TRAF3IP3,TRAF3IP3,14
15672,TRAF4,TRAF4,9
15673,KNSTRN,KNSTRN,19
15674,TRAF5,TRAF5,1
15675,TRAF6,TRAF6,5
15676,TRAF7,TRAF7,26
15677,TNFSF10,TNFSF10,5
15678,TNFRSF10A,TNFRSF10A,7
15679,TNFRSF10B,TNFRSF10B,2
15680,TNFRSF10C,TNFRSF10C,2
15681,TNFRSF10D,TNFRSF10D,10
15682,TRAIP,TRAIP,7
15683,TRAK1,TRAK1,28
15684,TRAK2,TRAK2,26
15685,TRAM1,TRAM1,9
15686,TRAM1L1,TRAM1L1,3
15687,TRAM2,TRAM2,3
15688,MED24,MED24,20
15689,THRAP3,THRAP3,140
15690,MED14,MED14,20
15691,MED13,MED13,62
15692,TRAPPC1,TRAPPC1,7
15693,TRAPPC11,TRAPPC11,9
15694,TRAPPC13,TRAPPC13,4
15695,TRAPPC2,TRAPPC2,1
15696,TRAPPC2L,TRAPPC2L,3
15697,TRAPPC3L,TRAPPC3L,2
15698,TRAPPC4,TRAPPC4,2
15699,TRAPPC5,TRAPPC5,4
15700,TRAPPC6A,TRAPPC6A,3
15701,TRAT1,TRAT1,16
15702,TRIB1,TRIB1,3
15703,TRIB2,TRIB2,11
15704,TRIB3,TRIB3,6
15705,TARBP2,TARBP2,14
15706,LOC100133315,LOC100133315,2
15707,TRDMT1,TRDMT1,1
15708,TRDN,TRDN,14
15709,TCOF1,TCOF1,198
15710,TREH,TREH,7
15711,KCNK2,KCNK2,7
15712,KCNK10,KCNK10,4
15713,TREM1,TREM1,5
15714,TREM2,TREM2,2
15715,TREML1,TREML1,1
15716,TREML2,TREML2,3
15717,TRERF1,TRERF1,31
15718,TREX1,TREX1,6
15719,TERF1,TERF1,25
15720,TERF2,TERF2,13
15721,MED20,MED20,2
15722,TRGC1,TRGC1,1
15723,TRH,TRH,1
15724,TRHDE,TRHDE,10
15725,TRHR,TRHR,2
15726,RNF216,RNF216,11
15727,TRIL,TRIL,7
15728,TRIM11,TRIM11,5
15729,TRIM13,TRIM13,6
15730,TRIM14,TRIM14,2
15731,TRIM15,TRIM15,3
15732,TRIM16,TRIM16,13
15733,TRIM16L,TRIM16L,6
15734,TRIM17,TRIM17,3
15735,TRIM2,TRIM2,12
15736,TRIM21,TRIM21,6
15737,TRIM22,TRIM22,10
15738,TRIM23,TRIM23,6
15739,TRIM24,TRIM24,41
15740,TRIM25,TRIM25,27
15741,TRIM26,TRIM26,6
15742,TRIM27,TRIM27,4
15743,TRIM29,TRIM29,46
15744,TRIM3,TRIM3,13
15745,TRIM31,TRIM31,3
15746,TRIM32,TRIM32,10
15747,TRIM34,TRIM34,2
15748,TRIM35,TRIM35,4
15749,TRIM36,TRIM36,26
15750,TRIM37,TRIM37,17
15751,TRIM38,TRIM38,2
15752,TRIM39,TRIM39,9
15753,TRIM4,TRIM4,11
15754,TRIM40,TRIM40,2
15755,TRIM41,TRIM41,17
15756,TRIM42,TRIM42,10
15757,TRIM44,TRIM44,5
15758,TRIM45,TRIM45,5
15759,TRIM46,TRIM46,5
15760,TRIM47,TRIM47,11
15761,TRIM48,TRIM48,1
15762,TRIM49,TRIM49,2
15763,TRIM49B,TRIM49B,3
15764,TRIM49D1,TRIM49D1,2
15765,TRIM49C,TRIM49C,2
15766,TRIM5,TRIM5,9
15767,TRIM50,TRIM50,1
15768,TRIM54,TRIM54,2
15769,TRIM55,TRIM55,7
15770,TRIM56,TRIM56,13
15771,TRIM58,TRIM58,4
15772,TRIM59,TRIM59,2
15773,TRIM6,TRIM6,3
15774,TRIM60,TRIM60,3
15775,TRIM62,TRIM62,5
15776,TRIM64,TRIM64,2
15777,TRIM64B,TRIM64B,3
15778,TRIM66,TRIM66,5
15779,TRIM67,TRIM67,7
15780,TRIM68,TRIM68,5
15781,TRIM69,TRIM69,5
15782,TRIM7,TRIM7,2
15783,TRIM71,TRIM71,5
15784,TRIM72,TRIM72,6
15785,TRIM75P,TRIM75P,1
15786,TRIM77,TRIM77,1
15787,TRIM8,TRIM8,4
15788,TRIM9,TRIM9,13
15789,TRIML1,TRIML1,7
15790,TRIML2,TRIML2,1
15791,TRIO,TRIO,77
15792,TRIP10,TRIP10,21
15793,TRIP11,TRIP11,55
15794,TRIP12,TRIP12,91
15795,TRIP13,TRIP13,11
15796,TRIP4,TRIP4,17
15797,TRIP6,TRIP6,25
15798,JMJD1C,JMJD1C,93
15799,TRIQK,TRIQK,2
15800,TRIR,TRIR,13
15801,TRIT1,TRIT1,10
15802,NTRK1,NTRK1,17
15803,NTRK2,NTRK2,16
15804,NTRK3,NTRK3,13
15805,TRMT1L,TRMT1L,13
15806,TRMT61B,TRMT61B,2
15807,TRMO,TRMO,6
15808,TRMT1,TRMT1,14
15809,TRMT12,TRMT12,1
15810,TRMT2B,TRMT2B,8
15811,TRMT44,TRMT44,11
15812,TRMT5,TRMT5,10
15813,TRMT61A,TRMT61A,10
15814,TRMU,TRMU,4
15815,TRNP1,TRNP1,2
15816,TRNT1,TRNT1,5
15817,TRO,TRO,14
15818,TROAP,TROAP,44
15819,TRPA1,TRPA1,15
15820,TRPC1,TRPC1,11
15821,TRPC3,TRPC3,20
15822,TRPC4,TRPC4,11
15823,TRPC4AP,TRPC4AP,3
15824,TRPC5,TRPC5,8
15825,TRPC6,TRPC6,18
15826,TRPC7,TRPC7,16
15827,TRPM1,TRPM1,14
15828,TRPM2,TRPM2,14
15829,TRPM3,TRPM3,12
15830,TRPM4,TRPM4,12
15831,TRPM5,TRPM5,5
15832,TRPM8,TRPM8,7
15833,TRPS1,TRPS1,54
15834,TRPT1,TRPT1,3
15835,TRPV1,TRPV1,17
15836,TRPV2,TRPV2,15
15837,TRPV3,TRPV3,7
15838,TRPV4,TRPV4,15
15839,TRPV5,TRPV5,11
15840,TRPV6,TRPV6,9
15841,TRRAP,TRRAP,43
15842,TRAPPC8,TRAPPC8,26
15843,TRNAU1AP,TRNAU1AP,2
15844,TRUB1,TRUB1,16
15845,TRUB2,TRUB2,1
15846,TXNRD1,TXNRD1,23
15847,PRSS3P2,PRSS3P2,1
15848,PRSS1,PRSS1,2
15849,PRSS2,PRSS2,6
15850,PRSS3,PRSS3,1
15851,PRSS58,PRSS58,2
15852,TSACC,TSACC,4
15853,SH2D2A,SH2D2A,16
15854,C6ORF10,DNPH1,8
15855,TSC1,TSC1,59
15856,TSC2,TSC2,92
15857,TEX37,TEX37,3
15858,TSC22D1,TSC22D1,12
15859,TSC22D2,TSC22D2,12
15860,TSC22D4,TSC22D4,29
15861,TSEN15,TSEN15,3
15862,TSEN34,TSEN34,4
15863,TSEN54,TSEN54,14
15864,TSG101,TSG101,13
15865,TSGA10,TSGA10,9
15866,TSGA10IP,TSGA10IP,5
15867,TSGA13,TSGA13,7
15868,CEP41,CEP41,12
15869,RSPH1,RSPH1,7
15870,TSHR,TSHR,11
15871,TSHZ1,TSHZ1,23
15872,TSHZ3,TSHZ3,48
15873,TSKS,TSKS,4
15874,TSKU,TSKU,2
15875,TSN,TSN,4
15876,TSNARE1,TSNARE1,3
15877,TSNAX,TSNAX,13
15878,TSNAXIP1,TSNAXIP1,2
15879,PRSS50,PRSS50,3
15880,TSPAN1,TSPAN1,2
15881,TSPAN10,TSPAN10,6
15882,TSPAN12,TSPAN12,1
15883,TSPAN13,TSPAN13,2
15884,TSPAN14,TSPAN14,4
15885,TSPAN15,TSPAN15,4
15886,TSPAN19,TSPAN19,1
15887,TSPAN2,TSPAN2,1
15888,TSPAN3,TSPAN3,9
15889,TSPAN31,TSPAN31,1
15890,TSPAN32,TSPAN32,1
15891,TSPAN33,TSPAN33,2
15892,TSPAN6,TSPAN6,6
15893,TSPAN7,TSPAN7,3
15894,TSPAN8,TSPAN8,5
15895,TSPEAR,TSPEAR,4
15896,TSPY1,TSPY1,2
15897,TSPY2,TSPY2,1
15898,TSPYL1,TSPYL1,8
15899,TSPYL2,TSPYL2,10
15900,TSPYL4,TSPYL4,3
15901,TSPYL5,TSPYL5,5
15902,TSPYL6,TSPYL6,1
15903,TSR1,TSR1,15
15904,TSR3,TSR3,13
15905,ADAMTSL4,ADAMTSL4,15
15906,EIPR1,EIPR1,11
15907,TSSC4,TSSC4,18
15908,TSSK1B,TSSK1B,8
15909,TSSK2,TSSK2,4
15910,TSSK3,TSSK3,2
15911,TSSK4,TSSK4,5
15912,TST,TST,7
15913,TSTA3,TSTA3,5
15914,TSTD1,TSTD1,6
15915,TSTD2,TSTD2,9
15916,TSTD3,TSTD3,1
15917,TTBK1,TTBK1,27
15918,TTBK2,TTBK2,45
15919,TTC1,TTC1,15
15920,IFT88,IFT88,16
15921,TTC12,TTC12,8
15922,TTC13,TTC13,6
15923,TTC14,TTC14,35
15924,TRAPPC12,TRAPPC12,14
15925,TTC16,TTC16,13
15926,TTC17,TTC17,9
15927,CFAP70,CFAP70,11
15928,TTC19,TTC19,2
15929,TTC21A,TTC21A,6
15930,TTC21B,TTC21B,11
15931,TTC22,TTC22,3
15932,TTC23,TTC23,3
15933,TTC24,TTC24,6
15934,TTC25,TTC25,18
15935,TTC26,TTC26,5
15936,TTC27,TTC27,8
15937,TTC28,TTC28,70
15938,TTC29,TTC29,3
15939,TTC3,TTC3,24
15940,TTC30A,TTC30A,3
15941,TTC30B,TTC30B,3
15942,TTC31,TTC31,6
15943,TTC32,TTC32,3
15944,TTC33,TTC33,4
15945,EMC2,EMC2,2
15946,TTC37,TTC37,22
15947,TTC38,TTC38,3
15948,TTC39A,TTC39A,6
15949,TTC39B,TTC39B,11
15950,TTC4,TTC4,8
15951,CFAP46,CFAP46,20
15952,TTC5,TTC5,3
15953,TTC6,TTC6,13
15954,TTC7A,TTC7A,19
15955,TTC7B,TTC7B,23
15956,TTC8,TTC8,11
15957,TTC9,TTC9,6
15958,TTC9B,TTC9B,6
15959,TTC9C,TTC9C,3
15960,MPLKIP,MPLKIP,23
15961,TTF1,TTF1,33
15962,TTF2,TTF2,34
15963,TTI1,TTI1,9
15964,TTI2,TTI2,3
15965,TTK,TTK,62
15966,TTL,TTL,2
15967,TTLL12,TTLL12,18
15968,TTLL1,TTLL1,11
15969,TTLL10,TTLL10,14
15970,TTLL11,TTLL11,9
15971,TTLL13P,TTLL13P,3
15972,TTLL2,TTLL2,7
15973,TTLL3,TTLL3,10
15974,TTLL4,TTLL4,20
15975,TTLL5,TTLL5,22
15976,TTLL6,TTLL6,4
15977,TTLL7,TTLL7,11
15978,TTLL8,TTLL8,3
15979,TTLL9,TTLL9,2
15980,TMEM200C,TMEM200C,9
15981,ZFP36,ZFP36,46
15982,TTPA,TTPA,1
15983,TTPAL,TTPAL,6
15984,TTR,TTR,6
15985,TDP2,TDP2,11
15986,TTYH1,TTYH1,3
15987,TTYH2,TTYH2,7
15988,TTYH3,TTYH3,14
15989,TUBA1A,TUBA1A,58
15990,TUBA1B,TUBA1B,60
15991,TUBA1C,TUBA1C,60
15992,TUBA3C,TUBA3C,49
15993,TUBA3E,TUBA3E,44
15994,TUBA4A,TUBA4A,51
15995,TUBA4B,TUBA4B,12
15996,TUBA8,TUBA8,34
15997,TUBAL3,TUBAL3,9
15998,TUBB,TUBB,59
15999,TUBB1,TUBB1,8
16000,TUBB2A,TUBB2A,37
16001,TUBB2B,TUBB2B,40
16002,TUBB4B,TUBB4B,54
16003,TUBB3,TUBB3,33
16004,TUBB4A,TUBB4A,51
16005,TUBB6,TUBB6,26
16006,TUBB8,TUBB8,19
16007,TUB,TUB,4
16008,TUBD1,TUBD1,1
16009,TUBE1,TUBE1,2
16010,TUBG1,TUBG1,12
16011,TUBG2,TUBG2,12
16012,TUBGCP4,TUBGCP4,5
16013,TUFT1,TUFT1,8
16014,TULP1,TULP1,5
16015,TULP2,TULP2,8
16016,TULP3,TULP3,4
16017,TULP4,TULP4,15
16018,TUSC1,TUSC1,2
16019,TUSC2,TUSC2,1
16020,TUSC3,TUSC3,5
16021,TUSC5,TRARG1,8
16022,TVP23B,TVP23B,10
16023,TVP23C,TVP23C,6
16024,TWIST1,TWIST1,11
16025,TWIST2,TWIST2,5
16026,TWISTNB,TWISTNB,14
16027,TWSG1,TWSG1,2
16028,TBXA2R,TBXA2R,13
16029,TXK,TXK,3
16030,TXLNA,TXLNA,20
16031,TXLNG,TXLNG,19
16032,TXLNGY,TXLNGY,2
16033,TXN,TXN,8
16034,TMX1,TMX1,11
16035,TMX3,TMX3,5
16036,TXNDC11,TXNDC11,6
16037,TXNDC12,TXNDC12,2
16038,TMX4,TMX4,3
16039,TMX2,TMX2,15
16040,TXNDC16,TXNDC16,10
16041,TXNDC2,TXNDC2,5
16042,NME8,NME8,4
16043,TXNDC5,TXNDC5,11
16044,NME9,NME9,1
16045,TXNDC9,TXNDC9,4
16046,TXNIP,TXNIP,15
16047,TXNL1,TXNL1,9
16048,TXNL4A,TXNL4A,6
16049,TXNL4B,TXNL4B,5
16050,TXNDC17,TXNDC17,8
16051,TXNRD2,TXNRD2,7
16052,TXNRD3,TXNRD3,12
16053,TYK2,TYK2,21
16054,NDUFS8,NDUFS8,3
16055,TYMS,TYMS,11
16056,TYMSOS,TYMSOS,2
16057,TYR,TYR,2
16058,TYRO3,TYRO3,14
16059,TYROBP,TYROBP,9
16060,TYRP1,TYRP1,5
16061,TYSND1,TYSND1,3
16062,TYW1,TYW1,6
16063,TYW1B,TYW1B,8
16064,TYW3,TYW3,2
16065,TYW5,TYW5,6
16066,SNRNP35,SNRNP35,3
16067,U2AF1,U2AF1,16
16068,U2AF1L4,U2AF1L4,3
16069,U2AF1L5,U2AF1L5,7
16070,U2AF2,U2AF2,22
16071,SNRNP200,SNRNP200,62
16072,UACA,UACA,26
16073,UAP1,UAP1,8
16074,UAP1L1,UAP1L1,1
16075,UBA3,UBA3,10
16076,UBA52,UBA52,10
16077,UBAC1,UBAC1,5
16078,UBAC2,UBAC2,7
16079,UBAP1,UBAP1,19
16080,UBAP2,UBAP2,46
16081,UBB,UBB,27
16082,UBC,UBC,82
16083,UBE2R2,UBE2R2,5
16084,UBE2I,UBE2I,4
16085,UBA1,UBA1,47
16086,UBA5,UBA5,13
16087,UBA7,UBA7,11
16088,UBA6,UBA6,16
16089,UBE2A,UBE2A,3
16090,UBE2B,UBE2B,2
16091,UBE2C,UBE2C,3
16092,UBE3D,UBE3D,2
16093,UBE2D1,UBE2D1,2
16094,UBE2D2,UBE2D2,5
16095,UBE2D3,UBE2D3,7
16096,UBE2D4,UBE2D4,2
16097,UBE2E1,UBE2E1,5
16098,UBE2E2,UBE2E2,8
16099,UBE2E3,UBE2E3,5
16100,UBE2F,UBE2F,4
16101,UBE2G1,UBE2G1,6
16102,UBE2H,UBE2H,5
16103,UBE2J1,UBE2J1,11
16104,UBE2J2,UBE2J2,7
16105,UBE2K,UBE2K,3
16106,UBE2L3,UBE2L3,3
16107,UBE2L6,UBE2L6,2
16108,UBE2M,UBE2M,9
16109,UBE2N,UBE2N,5
16110,UBE2NL,UBE2NL,1
16111,UBE2O,UBE2O,44
16112,UBE2Q1,UBE2Q1,12
16113,UBE2Q2,UBE2Q2,3
16114,UBE2Q2L,UBE2Q2L,3
16115,UBE2S,UBE2S,6
16116,UBE2T,UBE2T,2
16117,UBE2U,UBE2U,2
16118,UBE2V1,UBE2V1,5
16119,UBE2V2,UBE2V2,4
16120,UBE2W,UBE2W,3
16121,UBE2Z,UBE2Z,5
16122,UBE3A,UBE3A,22
16123,UBE3B,UBE3B,10
16124,UBE3C,UBE3C,16
16125,UBE4A,UBE4A,8
16126,UBE4B,UBE4B,52
16127,UBTF,UBTF,36
16128,UBFD1,UBFD1,4
16129,UBIAD1,UBIAD1,2
16130,UBA52-RPS27A-UBB-UBC,UBA52-RPS27A-UBB-UBC,9
16131,UBL3,UBL3,1
16132,UBL4A,UBL4A,2
16133,UBL5,UBL5,1
16134,UBL7,UBL7,12
16135,UBLCP1,UBLCP1,2
16136,SAE1,SAE1,11
16137,UBN1,UBN1,41
16138,UBN2,UBN2,38
16139,UBOX5,UBOX5,7
16140,UBP1,UBP1,10
16141,UBQLN1,UBQLN1,8
16142,UBQLN2,UBQLN2,10
16143,UBQLN3,UBQLN3,1
16144,UBQLN4,UBQLN4,18
16145,UBQLNL,UBQLNL,1
16146,UBR1,UBR1,14
16147,UBR2,UBR2,23
16148,UBR3,UBR3,17
16149,UBR4,UBR4,123
16150,UBR5,UBR5,105
16151,UBR7,UBR7,14
16152,UBTD1,UBTD1,3
16153,UBTD2,UBTD2,3
16154,UBTFL1,UBTFL1,3
16155,UBTFL6,UBTFL6,1
16156,UBXN1,UBXN1,12
16157,UBXN10,UBXN10,9
16158,UBXN11,UBXN11,6
16159,UBXN2A,UBXN2A,3
16160,UBXN2B,UBXN2B,20
16161,UBXN4,UBXN4,15
16162,UBXN6,UBXN6,12
16163,UBXN7,UBXN7,21
16164,UBXN8,UBXN8,4
16165,UCHL1,UCHL1,5
16166,UCHL3,UCHL3,8
16167,UCHL5,UCHL5,4
16168,UCK1,UCK1,10
16169,UCK2,UCK2,8
16170,UCKL1,UCKL1,19
16171,UCKL1-AS1,UCKL1-AS1,1
16172,UCN3,UCN3,3
16173,UCP1,UCP1,6
16174,UCP2,UCP2,13
16175,UCP3,UCP3,4
16176,UQCR10,UQCR10,1
16177,ENTPD4,ENTPD4,4
16178,UEVLD,UEVLD,4
16179,UFC1,UFC1,4
16180,UFD1,UFD1,17
16181,UFL1,UFL1,27
16182,UFM1,UFM1,2
16183,UFSP1,UFSP1,1
16184,UFSP2,UFSP2,7
16185,UGCG,UGCG,3
16186,UGGT1,UGGT1,27
16187,UGGT2,UGGT2,14
16188,UGDH,UGDH,21
16189,UGP2,UGP2,23
16190,UGT1A1,UGT1A1,2
16191,UGT1A10,UGT1A10,2
16192,UGT1A3,UGT1A3,4
16193,UGT1A4,UGT1A4,2
16194,UGT1A5,UGT1A5,2
16195,UGT1A6,UGT1A6,7
16196,UGT1A7,UGT1A7,2
16197,UGT1A8,UGT1A8,2
16198,UGT1A9,UGT1A9,1
16199,UGT2A2,UGT2A2,3
16200,UGT2A3,UGT2A3,2
16201,UGT2B10,UGT2B10,1
16202,UGT2B11,UGT2B11,4
16203,UGT2B15,UGT2B15,3
16204,UGT2B28,UGT2B28,2
16205,UGT2B7,UGT2B7,2
16206,UGT3A1,UGT3A1,3
16207,UGT3A2,UGT3A2,6
16208,UGT8,UGT8,6
16209,UHRF1,UHRF1,28
16210,UHRF1BP1,UHRF1BP1,40
16211,UHRF1BP1L,UHRF1BP1L,55
16212,UHRF2,UHRF2,14
16213,ULBP2,ULBP2,5
16214,ULBP3,ULBP3,1
16215,ULK1,ULK1,63
16216,ULK2,ULK2,18
16217,ULK3,ULK3,11
16218,ULK4,ULK4,13
16219,UMAD1,UMAD1,1
16220,UMOD,UMOD,2
16221,UMODL1,UMODL1,13
16222,UMPS,UMPS,14
16223,UNC119,UNC119,13
16224,UNC119B,UNC119B,3
16225,UNC13A,UNC13A,14
16226,UNC13B,UNC13B,25
16227,UNC13C,UNC13C,22
16228,UNC13D,UNC13D,12
16229,UNC45A,UNC45A,28
16230,UNC45B,UNC45B,14
16231,UNC50,UNC50,5
16232,UNC5A,UNC5A,11
16233,UNC5B,UNC5B,16
16234,UNC5C,UNC5C,17
16235,UNC5CL,UNC5CL,2
16236,UNC5D,UNC5D,2
16237,UNC79,UNC79,13
16238,UNC80,UNC80,16
16239,UNC93B1,UNC93B1,6
16240,UNCX,UNCX,6
16241,UNG,UNG,17
16242,UNK,UNK,20
16243,UNKL,UNKL,8
16244,SCIMP,SCIMP,5
16245,LOC400943,LOC400943,1
16246,PLAU,PLAU,4
16247,PLAUR,PLAUR,2
16248,UPB1,UPB1,5
16249,UPF2,UPF2,19
16250,UPF3A,UPF3A,13
16251,UPF3B,UPF3B,27
16252,UPK1B,UPK1B,1
16253,UPK3A,UPK3A,6
16254,UPK3B,UPK3B,1
16255,UPK3BL,UPK3BL,1
16256,UPP1,UPP1,4
16257,UPP2,UPP2,1
16258,UPRT,UPRT,4
16259,UQCC2,UQCC2,3
16260,UQCRB,UQCRB,8
16261,UQCRC1,UQCRC1,20
16262,UQCRC2,UQCRC2,14
16263,UQCRFS1,UQCRFS1,8
16264,UQCRFS1P1,UQCRFS1P1,6
16265,UQCRH,UQCRH,3
16266,UQCRHL,UQCRHL,1
16267,UQCRQ,UQCRQ,4
16268,URAD,URAD,2
16269,CCDC80,CCDC80,19
16270,URB1,URB1,26
16271,URB2,URB2,9
16272,URGCP,URGCP,15
16273,URM1,URM1,2
16274,UROC1,UROC1,4
16275,UROD,UROD,6
16276,UROS,UROS,4
16277,USB1,USB1,1
16278,USE1,USE1,9
16279,USF1,USF1,5
16280,USF2,USF2,9
16281,USF3,USF3,17
16282,USH1C,USH1C,11
16283,USH1G,USH1G,5
16284,USH2A,USH2A,43
16285,CLRN1,CLRN1,2
16286,USHBP1,USHBP1,3
16287,USMG5,ATP5MD,7
16288,USP1,USP1,22
16289,USP10,USP10,57
16290,USP11,USP11,28
16291,USP12,USP12,2
16292,USP13,USP13,15
16293,USP14,USP14,29
16294,USP15,USP15,39
16295,USP16,USP16,21
16296,USP17L1,USP17L1,1
16297,USP17L12,USP17L12,2
16298,USP17L24,USP17L24,4
16299,USP17L3,USP17L3,1
16300,USP17L5,USP17L5,4
16301,USP18,USP18,1
16302,USP19,USP19,22
16303,USP2,USP2,11
16304,USP20,USP20,31
16305,USP21,USP21,12
16306,USP22,USP22,8
16307,USP24,USP24,84
16308,USP25,USP25,17
16309,USP26,USP26,2
16310,USP27X,USP27X,1
16311,USP28,USP28,26
16312,USP29,USP29,6
16313,USP3,USP3,9
16314,USP30,USP30,4
16315,USP31,USP31,51
16316,USP32,USP32,39
16317,USP33,USP33,22
16318,USP34,USP34,84
16319,USP35,USP35,10
16320,USP36,USP36,58
16321,USP37,USP37,30
16322,USP38,USP38,4
16323,USP39,USP39,7
16324,USP4,USP4,21
16325,USP40,USP40,11
16326,USP42,USP42,47
16327,USP43,USP43,28
16328,USP44,USP44,8
16329,USP45,USP45,9
16330,USP47,USP47,58
16331,USP48,USP48,16
16332,USP49,USP49,4
16333,USP5,USP5,26
16334,USP50,USP50,3
16335,USP51,USP51,8
16336,PAN2,PAN2,21
16337,USP53,USP53,8
16338,USP54,USP54,49
16339,USP6,USP6,14
16340,USP6NL,USP6NL,59
16341,USP7,USP7,18
16342,USP8,USP8,46
16343,USP9X,USP9X,36
16344,USP9Y,USP9Y,25
16345,USPL1,USPL1,12
16346,UST,UST,4
16347,UTF1,UTF1,13
16348,UTP11,UTP11,11
16349,UTP14A,UTP14A,38
16350,UTP14C,UTP14C,18
16351,UTP15,UTP15,13
16352,UTP23,UTP23,9
16353,UTRN,UTRN,79
16354,KDM6A,KDM6A,18
16355,UTY,UTY,15
16356,UVRAG,UVRAG,29
16357,UVSSA,UVSSA,14
16358,UXS1,UXS1,6
16359,UXT,UXT,3
16360,VAC14,VAC14,15
16361,CAMKV,CAMKV,3
16362,MPP6,MPP6,23
16363,VAMP1,VAMP1,2
16364,VAMP2,VAMP2,4
16365,VAMP3,VAMP3,9
16366,VAMP4,VAMP4,7
16367,VAMP5,VAMP5,4
16368,VAMP7,VAMP7,5
16369,VAMP8,VAMP8,6
16370,VANGL1,VANGL1,22
16371,VANGL2,VANGL2,15
16372,VAPA,VAPA,19
16373,VAPB,VAPB,21
16374,VARS,VARS,30
16375,VARS2,VARS2,11
16376,VASH1,VASH1,4
16377,VASH2,VASH2,12
16378,VASN,VASN,5
16379,VASP,VASP,27
16380,VAT1,VAT1,14
16381,VAT1L,VAT1L,3
16382,VAV1,VAV1,28
16383,VAV2,VAV2,21
16384,VAV3,VAV3,28
16385,VAX1,VAX1,9
16386,VAX2,VAX2,2
16387,VBP1,VBP1,6
16388,VCAM1,VCAM1,6
16389,VCPIP1,VCPIP1,40
16390,VCP,VCP,67
16391,VCX,VCX,1
16392,VCX2,VCX2,3
16393,VCX3A,VCX3A,1
16394,VCX3B,VCX3B,1
16395,VCY,VCY,3
16396,VDAC1,VDAC1,30
16397,VDAC2,VDAC2,28
16398,VDAC3,VDAC3,22
16399,VDR,VDR,11
16400,VEGFA,VEGFA,5
16401,VEGFC,VEGFC,2
16402,FLT1,FLT1,37
16403,KDR,KDR,21
16404,FLT4,FLT4,18
16405,VENTX,VENTX,1
16406,VEPH1,VEPH1,11
16407,VEZT,VEZT,13
16408,VEZF1,VEZF1,6
16409,NALCN,NALCN,13
16410,VGF,VGF,4
16411,VGLL1,VGLL1,7
16412,VGLL2,VGLL2,8
16413,VGLL3,VGLL3,1
16414,VGLL4,VGLL4,32
16415,VHL,VHL,15
16416,VHLL,VHLL,2
16417,HDLBP,HDLBP,49
16418,VILL,VILL,12
16419,VIL1,VIL1,29
16420,VIM,VIM,75
16421,VCL,VCL,66
16422,SORBS3,SORBS3,46
16423,VIP,VIP,2
16424,VIPAS39,VIPAS39,25
16425,VIPR1,VIPR1,8
16426,VIPR2,VIPR2,3
16427,VIRMA,VIRMA,42
16428,VSIR,VSIR,12
16429,VIT,VIT,5
16430,VKORC1,VKORC1,1
16431,VKORC1L1,VKORC1L1,1
16432,VLDLR,VLDLR,7
16433,BEST3,BEST3,5
16434,VMO1,VMO1,1
16435,VMP1,VMP1,1
16436,VN1R1,VN1R1,2
16437,VN1R5,VN1R5,2
16438,VNN1.00,VNN1.00,3
16439,VNN2.00,VNN2.00,1
16440,DCAF1,DCAF1,40
16441,VPREB1,VPREB1,1
16442,VPS11,VPS11,10
16443,VPS13A,VPS13A,32
16444,VPS13B,VPS13B,60
16445,VPS13C,VPS13C,58
16446,VPS13D,VPS13D,93
16447,VPS16,VPS16,5
16448,VPS18,VPS18,12
16449,CHMP3,CHMP3,7
16450,VPS25,VPS25,2
16451,VPS26A,VPS26A,13
16452,VPS26B,VPS26B,8
16453,VPS28,VPS28,5
16454,VPS29,VPS29,2
16455,VPS33A,VPS33A,5
16456,VPS33B,VPS33B,8
16457,VPS35,VPS35,18
16458,VPS36,VPS36,6
16459,VPS37A,VPS37A,8
16460,VPS37B,VPS37B,3
16461,VPS37C,VPS37C,5
16462,VPS37D,VPS37D,2
16463,VPS39,VPS39,4
16464,VPS41,VPS41,7
16465,VPS45,VPS45,16
16466,VPS4A,VPS4A,12
16467,VPS4B,VPS4B,18
16468,VPS52,VPS52,11
16469,VPS53,VPS53,9
16470,VPS54,VPS54,13
16471,VPS72,VPS72,10
16472,VPS8,VPS8,24
16473,VPS9D1,VPS9D1,5
16474,VRK1,VRK1,8
16475,VRK2,VRK2,9
16476,VRK3,VRK3,28
16477,VRTN,VRTN,6
16478,VSIG10,VSIG10,4
16479,VSIG10L,VSIG10L,5
16480,VSIG2,VSIG2,6
16481,VSIG4,VSIG4,7
16482,IGHV4OR15-8,IGHV4OR15-8,3
16483,VSIG8,VSIG8,4
16484,VSNL1,VSNL1,1
16485,VSTM2A,VSTM2A,7
16486,VSTM2B,VSTM2B,3
16487,VSTM2L,VSTM2L,1
16488,VSTM4,VSTM4,6
16489,VSTM5,VSTM5,2
