Genes,PhosNo,Norm_Symbol
DNAI2,1,DNAI2
POLR1E,7,POLR1E
WDR61,1,WDR61
CHST5,3,CHST5
SLIRP,7,SLIRP
SRR,2,SRR
WNT10A,3,WNT10A
CCDC90B,3,CCDC90B
NIF3L1,5,NIF3L1
EGLN1,13,EGLN1
C6orf62,1,C6orf62
MCOLN1,11,MCOLN1
PEG3,19,PEG3
TMEM39B,12,TMEM39B
NYX,1,NYX
CTDSP1,4,CTDSP1
FAM192A,7,FAM192A
ANKRD2,5,ANKRD2
SLC5A7,2,SLC5A7
EIF5A2,6,EIF5A2
WWTR1,28,WWTR1
HAPLN2,1,HAPLN2
PRDM14,4,PRDM14
SCAND2P,14,SCAND2P
CHST6,2,CHST6
ZNF350,3,ZNF350
NXF2,1,NXF2
LAT2,18,LAT2
MFF,35,MFF
HOXD1,1,HOXD1
NAA50,5,NAA50
CHRNA10,2,CHRNA10
UBA5,11,UBA5
MKRN2,8,MKRN2
LHPP,3,LHPP
NACA2,9,NACA2
ADAM19,9,ADAM19
SLC22A4,1,SLC22A4
MTFR1L,14,MTFR1L
SPRTN,5,SPRTN
TMEM126A,2,TMEM126A
MAF1.00,8,MAF1.00
DRC3,5,DRC3
PAIP1,9,PAIP1
CLPB,4,CLPB
KATNBL1,5,KATNBL1
LSG1,9,LSG1
ZMYND15,2,ZMYND15
NUAK2,7,NUAK2
NBPF3,1,NBPF3
FAM107B,3,FAM107B
NAT10,18,NAT10
COMMD4,3,COMMD4
IQCN,8,IQCN
KLC2,43,KLC2
CRISPLD2,2,CRISPLD2
ZMYND12,2,ZMYND12
SLC25A31,6,SLC25A31
TMEM117,3,TMEM117
BTBD1,4,BTBD1
ILKAP,12,ILKAP
ZNF541,5,ZNF541
XRN2,27,XRN2
TOLLIP,5,TOLLIP
SAP130,23,SAP130
USP44,2,USP44
BRD8,51,BRD8
RNF38,4,RNF38
SHARPIN,8,SHARPIN
NSRP1,23,NSRP1
INTS2,6,INTS2
KLHL25,9,KLHL25
RACGAP1,53,RACGAP1
CYP4F30P,2,CYP4F30P
ENKD1,3,ENKD1
CCDC113,1,CCDC113
TKTL2,3,TKTL2
QRICH2,5,QRICH2
PARP12,12,PARP12
SIK2,23,SIK2
PUS7L,7,PUS7L
CSTF2T,11,CSTF2T
WWP1,6,WWP1
ZCWPW1,7,ZCWPW1
ZNF700,15,ZNF700
RAB6C,1,RAB6C
PCBD2,5,PCBD2
NT5C3A,1,NT5C3A
FAM49A,7,FAM49A
AP5M1,2,AP5M1
TMEM222,1,TMEM222
HDHD2,4,HDHD2
GBP3,3,GBP3
DDX47,10,DDX47
RAB17,2,RAB17
MAGT1,1,MAGT1
RAB1B,13,RAB1B
MRPL18,1,MRPL18
TSPYL1,14,TSPYL1
TMEM168,2,TMEM168
CCDC8,10,CCDC8
THAP2,1,THAP2
SMG9,21,SMG9
C11orf54,2,C11orf54
FAM234A,4,FAM234A
RNF208,2,RNF208
OSBPL5,22,OSBPL5
CSTL1,1,CSTL1
NAPB,6,NAPB
GZF1,7,GZF1
DNTTIP1,4,DNTTIP1
SLITRK2,7,SLITRK2
PCDHAC1,4,PCDHAC1
CDH19,5,CDH19
ING2,3,ING2
ALX4,6,ALX4
BCL11A,50,BCL11A
STMN4,2,STMN4
ZBP1,6,ZBP1
ABCG4,3,ABCG4
SIL1,5,SIL1
CSRNP2,1,CSRNP2
SDCBP2,4,SDCBP2
MUC3B,5,MUC3B
METTL9,1,METTL9
ANAPC1,61,ANAPC1
POLR2J3,1,POLR2J3
XYLT2,2,XYLT2
IRF2BPL,40,IRF2BPL
LPAR5,3,LPAR5
UNC93B1,5,UNC93B1
CYSTM1,1,CYSTM1
TRPV6,3,TRPV6
POLR3F,2,POLR3F
NUCKS1,39,NUCKS1
TMX4,3,TMX4
KIF13A,45,KIF13A
ASCC2,8,ASCC2
UPF3A,14,UPF3A
RBSN,25,RBSN
ISCU,6,ISCU
SLC25A18,1,SLC25A18
TLNRD1,7,TLNRD1
OSBPL2,9,OSBPL2
DUSP15,4,DUSP15
MYLK2,13,MYLK2
MEGF9,6,MEGF9
SLC6A17,4,SLC6A17
RSPH9,1,RSPH9
DNAJC25,6,DNAJC25
ATG5,1,ATG5
WDR13,12,WDR13
TSPAN10,3,TSPAN10
EPN3,23,EPN3
OR2AG1,2,OR2AG1
OR10A5,1,OR10A5
OR10A2,1,OR10A2
OR10A4,1,OR10A4
OR2D2,2,OR2D2
CDT1,30,CDT1
MAGEH1,2,MAGEH1
ABCG8,3,ABCG8
ABCG5,3,ABCG5
EHD4,8,EHD4
S1PR5,6,S1PR5
PORCN,2,PORCN
P2RY12,3,P2RY12
C1orf21,5,C1orf21
CDH23,11,CDH23
KCNH6,4,KCNH6
SPTBN4,20,SPTBN4
CARD9,12,CARD9
VPS33B,5,VPS33B
VPS16,4,VPS16
VPS11,14,VPS11
IL25,1,IL25
DCSTAMP,2,DCSTAMP
SH3BGRL3,3,SH3BGRL3
ALDH8A1,4,ALDH8A1
CHST8,2,CHST8
SYT4,2,SYT4
SLC26A1,1,SLC26A1
GAN,6,GAN
ARV1,2,ARV1
SLC25A32,5,SLC25A32
TRIOBP,96,TRIOBP
SEMA6A,21,SEMA6A
EPC1,12,EPC1
SLK,72,SLK
TSPYL2,6,TSPYL2
BLZF1,14,BLZF1
SLC38A1,14,SLC38A1
LRMDA,6,LRMDA
ARRDC1-AS1,2,ARRDC1-AS1
PDCL3,7,PDCL3
SLC6A15,17,SLC6A15
TNKS2,2,TNKS2
TAOK3,19,TAOK3
RASSF4,9,RASSF4
BHMT2,2,BHMT2
RAB3GAP2,15,RAB3GAP2
ADNP,45,ADNP
DPH5,5,DPH5
KLK15,4,KLK15
KCNN2,1,KCNN2
RNF39,4,RNF39
IKZF4,15,IKZF4
RANBP17,4,RANBP17
DHX36,16,DHX36
PPA2,11,PPA2
LINC00597,1,LINC00597
ADAM7,1,ADAM7
SPNS1,5,SPNS1
MRPL46,1,MRPL46
CHRD,3,CHRD
CLEC4M,1,CLEC4M
HIPK2,9,HIPK2
SLC12A5,8,SLC12A5
ZNF106,79,ZNF106
SLCO5A1,1,SLCO5A1
NKX2-4,3,NKX2-4
PARL,1,PARL
CDIP1,1,CDIP1
MMP27,2,MMP27
PNN,44,PNN
RHBG,3,RHBG
TTYH1,4,TTYH1
VCX,3,VCX
VCX3B,3,VCX3B
VCX2,3,VCX2
ADAMTS10,6,ADAMTS10
EPB41L4B,12,EPB41L4B
TMEM245,22,TMEM245
FOXP1,20,FOXP1
OR51B6,3,OR51B6
UBQLN3,1,UBQLN3
PRO1933,1,PRO1933
PABPC3,19,PABPC3
GGNBP2,3,GGNBP2
TP63,11,TP63
SNX25,14,SNX25
KCTD10,3,KCTD10
TRIT1,7,TRIT1
C11orf68,7,C11orf68
BOLA2,2,BOLA2
TXNIP,9,TXNIP
TMX1,11,TMX1
HRH4,2,HRH4
NELFA,25,NELFA
ACBD3,16,ACBD3
CDC42EP4,46,CDC42EP4
GAL3ST2,2,GAL3ST2
KDM4C,8,KDM4C
NDST4,3,NDST4
MUC13,4,MUC13
CENPH,4,CENPH
SEMA4A,1,SEMA4A
TMPRSS5,4,TMPRSS5
TPK1,1,TPK1
PTPN23,24,PTPN23
SEMA6C,12,SEMA6C
SEMA6B,13,SEMA6B
UNC45A,19,UNC45A
MFSD1,6,MFSD1
LRRN3,3,LRRN3
SRMS,18,SRMS
PPDPF,16,PPDPF
DNAJC5,13,DNAJC5
LIME1,13,LIME1
DSN1,27,DSN1
HIPK3,14,HIPK3
C1orf198,22,C1orf198
RIMS4,2,RIMS4
KCNK15,1,KCNK15
CHMP4B,5,CHMP4B
RWDD1,2,RWDD1
FZD8,5,FZD8
CUEDC2,3,CUEDC2
FBXL15,2,FBXL15
FN3K,1,FN3K
POFUT1,6,POFUT1
PIGU,1,PIGU
MAP1LC3A,2,MAP1LC3A
TOR3A,3,TOR3A
WNK1,96,WNK1
RNPEP,8,RNPEP
GOLPH3L,8,GOLPH3L
GOLPH3,6,GOLPH3
DPEP2,6,DPEP2
OSGEPL1,1,OSGEPL1
PLK3,7,PLK3
SAV1,18,SAV1
TUBB1,16,TUBB1
DPEP3,4,DPEP3
CLSTN2,7,CLSTN2
NXF3,5,NXF3
DEF6,12,DEF6
ST6GALNAC4,1,ST6GALNAC4
SMOC1,5,SMOC1
EPB41L1,73,EPB41L1
GLIPR2,2,GLIPR2
FAM83D,38,FAM83D
RAD21L1,3,RAD21L1
ZHX3,19,ZHX3
TRABD,2,TRABD
MTG2,3,MTG2
SENP3,25,SENP3
OSBPL3,60,OSBPL3
SMARCAD1,47,SMARCAD1
FBXO44,6,FBXO44
PLEKHA4,45,PLEKHA4
EHD1,11,EHD1
RNF41,1,RNF41
PRDM13,1,PRDM13
PRDM12,1,PRDM12
NCOR1P1,1,NCOR1P1
ZSCAN16,6,ZSCAN16
EBF3,5,EBF3
RGCC,23,RGCC
ZNF335,19,ZNF335
PCIF1,35,PCIF1
ESF1,43,ESF1
KLHL31,2,KLHL31
ALG2,2,ALG2
ANKRD19P,1,ANKRD19P
ACTL8,2,ACTL8
MROH8,1,MROH8
ZNF644,34,ZNF644
HEATR1,26,HEATR1
DUSP21,1,DUSP21
SLC32A1,2,SLC32A1
ZNF768,33,ZNF768
SUV39H2,5,SUV39H2
PIEZO2,24,PIEZO2
ZBTB3,9,ZBTB3
TAF1D,17,TAF1D
POMK,2,POMK
THAP9,11,THAP9
RABEP2,11,RABEP2
PDZD7,6,PDZD7
ZCCHC4,3,ZCCHC4
IKZF5,10,IKZF5
CDCP1,11,CDCP1
CXorf56,1,CXorf56
FAM96A,4,FAM96A
SLITRK6,9,SLITRK6
DHX35,5,DHX35
FAM124B,4,FAM124B
ZNF576,3,ZNF576
PIF1,11,PIF1
RERGL,1,RERGL
RPP21,2,RPP21
NSUN3,2,NSUN3
IGFLR1,3,IGFLR1
STN1.00,2,STN1.00
ASB7,3,ASB7
C16orf95,1,C16orf95
BICC1,39,BICC1
DENND2D,1,DENND2D
PCNX3,62,PCNX3
ZNF385D,11,ZNF385D
CLMP,16,CLMP
EPHX3,2,EPHX3
HAUS4,2,HAUS4
CCDC134,2,CCDC134
TUT1,11,TUT1
TMEM38A,3,TMEM38A
CCDC86,38,CCDC86
REEP4,13,REEP4
SOX17,1,SOX17
C11orf49,9,C11orf49
C6orf106,8,C6orf106
OPA3,2,OPA3
PRR36,35,PRR36
ARMC7,2,ARMC7
RETREG1,11,RETREG1
MYH16,7,MYH16
TASP1,1,TASP1
SLA2,4,SLA2
NARFL,5,NARFL
DHX33,9,DHX33
NOL6,9,NOL6
ZDHHC6,1,ZDHHC6
WDCP,20,WDCP
YTHDC2,42,YTHDC2
AZI2,12,AZI2
EPS8L2,34,EPS8L2
ESRP2,14,ESRP2
RPAP3,18,RPAP3
BCAS3,54,BCAS3
ALG9,6,ALG9
LDAH,3,LDAH
RIOX1,2,RIOX1
ANTXR1,16,ANTXR1
TMEM134,4,TMEM134
C19orf44,9,C19orf44
WDR55,8,WDR55
MAGIX,4,MAGIX
RNF167,3,RNF167
RANBP3,46,RANBP3
EGLN3,2,EGLN3
GAREM1,36,GAREM1
ZNF552,10,ZNF552
RUBCNL,4,RUBCNL
ASB8,3,ASB8
GREM2,5,GREM2
DCTPP1,18,DCTPP1
ELAC1,1,ELAC1
SH2D4A,16,SH2D4A
PEAK1,111,PEAK1
C5orf42,32,C5orf42
SMYD3,2,SMYD3
SYNC,6,SYNC
AAMDC,8,AAMDC
DOCK5,56,DOCK5
WDR26,4,WDR26
TDRD3,19,TDRD3
C8orf33,6,C8orf33
ATP13A3,10,ATP13A3
TMEM185B,4,TMEM185B
PPP1R3E,8,PPP1R3E
KIR3DX1,2,KIR3DX1
SUDS3,19,SUDS3
VSIR,11,VSIR
SCAF1,79,SCAF1
MVB12B,19,MVB12B
PLEKHG2,46,PLEKHG2
ZNF442,9,ZNF442
ZNF665,5,ZNF665
ZNF703,17,ZNF703
CATSPERB,7,CATSPERB
AUNIP,3,AUNIP
CCSER2,42,CCSER2
SYNDIG1,4,SYNDIG1
NAA60,2,NAA60
ZNF696,8,ZNF696
IFT22,4,IFT22
NRDE2,7,NRDE2
KAT8,10,KAT8
PTGES2,3,PTGES2
TLE6,1,TLE6
TMEM206,12,TMEM206
PHAX,29,PHAX
DCLRE1B,3,DCLRE1B
UBE2Z,8,UBE2Z
GEMIN7,1,GEMIN7
NIPAL2,2,NIPAL2
ACAD9,2,ACAD9
TUBA4B,11,TUBA4B
NT5DC2,4,NT5DC2
YY1AP1,7,YY1AP1
RMND5A,3,RMND5A
PRKRIP1,11,PRKRIP1
TTC12,11,TTC12
ZMAT4,3,ZMAT4
KAT14,18,KAT14
ZNF430,9,ZNF430
CAAP1,17,CAAP1
NOL11,6,NOL11
DDX31,8,DDX31
METTL7A,3,METTL7A
C10orf88,13,C10orf88
MMRN2,3,MMRN2
COQ10B,4,COQ10B
BRD9,29,BRD9
CNNM2,9,CNNM2
MINDY3,6,MINDY3
EVA1A,5,EVA1A
ZNF395,12,ZNF395
CNTD2,1,CNTD2
MOB1A,7,MOB1A
AKTIP,9,AKTIP
ZFAND3,8,ZFAND3
ECT2,37,ECT2
LINC00472,4,LINC00472
PLEKHF2,14,PLEKHF2
TRIM45,1,TRIM45
IPPK,4,IPPK
VRTN,11,VRTN
ANKZF1,25,ANKZF1
GORASP2,17,GORASP2
ZWILCH,6,ZWILCH
REEP1,8,REEP1
JPT2,21,JPT2
SP140L,3,SP140L
ZNF702P,3,ZNF702P
WDR76,2,WDR76
C14orf93,17,C14orf93
QTRT2,3,QTRT2
WDR54,3,WDR54
ACTR8,6,ACTR8
SYNPO2L,36,SYNPO2L
MARCH7,34,MARCH7
ARMT1,5,ARMT1
PANK3,2,PANK3
CNOT10,6,CNOT10
LRRC40,13,LRRC40
RMI1,25,RMI1
EHMT1,28,EHMT1
SFXN1,4,SFXN1
VIPAS39,18,VIPAS39
ZNF408,13,ZNF408
ANKRA2,5,ANKRA2
COG4,6,COG4
ACTR5,2,ACTR5
AGO3,11,AGO3
VPS37B,2,VPS37B
MAP6D1,1,MAP6D1
MRPL44,1,MRPL44
USP42,44,USP42
ERVMER34-1,5,ERVMER34-1
ISG20L2,5,ISG20L2
KANSL2,25,KANSL2
AKIRIN1,4,AKIRIN1
UNKL,10,UNKL
L2HGDH,1,L2HGDH
COPS7B,6,COPS7B
NHEJ1,2,NHEJ1
DBNDD1,3,DBNDD1
NANOG,2,NANOG
CAB39L,2,CAB39L
ELP3,5,ELP3
JMJD4,3,JMJD4
RPF1,2,RPF1
GPN2,1,GPN2
POLR1B,3,POLR1B
LIN28A,5,LIN28A
ZMAT3,2,ZMAT3
UCK1,3,UCK1
FN3KRP,3,FN3KRP
TBC1D17,11,TBC1D17
CARS2,3,CARS2
CERS4,4,CERS4
EFCC1,9,EFCC1
RSAD1,2,RSAD1
PPCS,4,PPCS
SUGCT,1,SUGCT
UBTD1,3,UBTD1
WDR41,1,WDR41
EFCAB1,3,EFCAB1
MEAF6,9,MEAF6
ZNF556,8,ZNF556
FBRS,13,FBRS
CXorf21,1,CXorf21
SAP30L,6,SAP30L
EBF2,6,EBF2
NMNAT1,8,NMNAT1
MLXIP,18,MLXIP
LIN7B,3,LIN7B
KIF9,2,KIF9
ADGRL3,11,ADGRL3
C17orf75,9,C17orf75
SLC28A3,5,SLC28A3
LMAN1L,1,LMAN1L
SIAE,1,SIAE
PELI2,7,PELI2
PLEKHA5,93,PLEKHA5
SMURF2,4,SMURF2
UPF2,12,UPF2
TPT1P8,2,TPT1P8
RNPEPL1,3,RNPEPL1
GNB4,5,GNB4
XPO5,12,XPO5
EDA2R,1,EDA2R
GRPEL1,3,GRPEL1
BRF2,4,BRF2
CLSPN,78,CLSPN
MAGEF1,2,MAGEF1
BCO1,2,BCO1
CLK4,18,CLK4
PRDM16,16,PRDM16
C12orf10,8,C12orf10
BCL2L12,17,BCL2L12
KCNK13,1,KCNK13
KCNK12,5,KCNK12
PLEKHA2,19,PLEKHA2
PLEKHA3,19,PLEKHA3
PLEKHA1,24,PLEKHA1
IL1RL2,1,IL1RL2
CYP3A43,5,CYP3A43
SP110,26,SP110
NTN4,1,NTN4
ELL3,8,ELL3
CACYBP,15,CACYBP
PIDD1,3,PIDD1
RRAGC,17,RRAGC
FANCE,11,FANCE
TRPV4,4,TRPV4
FOLH1B,1,FOLH1B
CDHR5,4,CDHR5
RC3H2,20,RC3H2
PATZ1,11,PATZ1
ZFYVE1,9,ZFYVE1
ATP6V0A4,7,ATP6V0A4
IFT122,6,IFT122
LY9,7,LY9
RHOF,3,RHOF
RDH14,3,RDH14
BEX1,1,BEX1
MKNK2,11,MKNK2
PARVG,1,PARVG
PARVB,10,PARVB
C3orf14,1,C3orf14
CYP4F11,3,CYP4F11
TMEM27,1,TMEM27
AS3MT,3,AS3MT
TNS1,138,TNS1
PLGRKT,5,PLGRKT
NMRAL1,1,NMRAL1
VEZT,16,VEZT
SPC25,1,SPC25
TAF9B,15,TAF9B
SLC38A10,5,SLC38A10
CDH20,1,CDH20
ZNF287,4,ZNF287
ZNF286A,8,ZNF286A
ETNK1,4,ETNK1
POPDC2,3,POPDC2
POPDC3,6,POPDC3
SPACA1,1,SPACA1
LPAR2,5,LPAR2
LRRC4,4,LRRC4
LGR6,1,LGR6
RXFP1,2,RXFP1
NOX3,2,NOX3
SGK2,1,SGK2
ARNT2,8,ARNT2
TMEM165,1,TMEM165
OTOF,8,OTOF
APOBEC3G,7,APOBEC3G
PROK2,1,PROK2
NOD2,3,NOD2
EML4,57,EML4
MRM3,3,MRM3
GLOD4,1,GLOD4
GPBP1L1,28,GPBP1L1
CBX8,22,CBX8
PCDH9,6,PCDH9
SLC24A3,3,SLC24A3
SENP2,10,SENP2
CRLF2,4,CRLF2
CENPJ,45,CENPJ
ZBTB20,13,ZBTB20
MUC5B,23,MUC5B
CAPN10,1,CAPN10
GPR35,1,GPR35
NEK6,13,NEK6
SPON1,1,SPON1
MCCC2,11,MCCC2
HES4,2,HES4
ZFYVE28,11,ZFYVE28
NCOA5,33,NCOA5
TANC2,98,TANC2
EPG5,23,EPG5
MOV10,18,MOV10
ZNF532,42,ZNF532
METTL14,8,METTL14
ARHGEF10L,12,ARHGEF10L
SMURF1,3,SMURF1
ANO8,10,ANO8
TRPM3,5,TRPM3
ZNF160,8,ZNF160
GBA2,7,GBA2
CWC22,30,CWC22
NCKAP5L,56,NCKAP5L
CPNE5,9,CPNE5
SYTL2,123,SYTL2
MAGEE1,7,MAGEE1
KIAA1586,8,KIAA1586
MSL2,17,MSL2
TNRC6C,34,TNRC6C
LRRC4C,4,LRRC4C
RAVER2,9,RAVER2
VAT1L,1,VAT1L
ZBTB26,4,ZBTB26
ZDBF2,25,ZDBF2
ROBO2,12,ROBO2
AGO4,4,AGO4
CHD8,89,CHD8
PCDH18,21,PCDH18
GPAM,5,GPAM
ZFP14,6,ZFP14
KIAA1551,30,KIAA1551
PLXNA4,16,PLXNA4
KIAA1549,38,KIAA1549
EPB41L5,21,EPB41L5
FBRSL1,45,FBRSL1
TMEM8A,2,TMEM8A
GPN1,11,GPN1
SDF2L1,5,SDF2L1
CSNK1G1,10,CSNK1G1
HHATL,1,HHATL
GALNT9,1,GALNT9
NPVF,3,NPVF
PDE11A,13,PDE11A
CYP4F12,1,CYP4F12
TCF7L1,5,TCF7L1
EPB41L4A,26,EPB41L4A
XAB2,5,XAB2
CD248,5,CD248
CELSR2,22,CELSR2
PREB,1,PREB
BRMS1,9,BRMS1
ZNF304,3,ZNF304
TRPC7,6,TRPC7
S100A14,7,S100A14
ZNF334,9,ZNF334
SRA1,7,SRA1
ATP13A1,13,ATP13A1
MRS2,7,MRS2
GOPC,11,GOPC
MRPL47,2,MRPL47
SEPSECS,6,SEPSECS
CHMP1A,6,CHMP1A
PTPRH,1,PTPRH
XAGE1A,2,XAGE1A
MYO10,35,MYO10
NRXN3,32,NRXN3
ERVK-5,1,ERVK-5
JPH1,49,JPH1
APMAP,2,APMAP
WDR6,3,WDR6
TXNRD2,7,TXNRD2
TUFT1,7,TUFT1
CD209,1,CD209
VCX3A,3,VCX3A
HMX1,1,HMX1
SH2D2A,4,SH2D2A
SINHCAF,5,SINHCAF
BPIFA1,2,BPIFA1
PDE7B,5,PDE7B
ABCB6,5,ABCB6
SLC40A1,1,SLC40A1
IL1RAPL2,9,IL1RAPL2
ARFGAP3,25,ARFGAP3
GCM1,2,GCM1
ZCCHC17,5,ZCCHC17
HMG20A,6,HMG20A
AMBN,1,AMBN
MLXIPL,24,MLXIPL
RAB18,3,RAB18
ALG13,10,ALG13
PALMD,31,PALMD
SSU72,3,SSU72
ABCB9,1,ABCB9
VTA1,3,VTA1
PNPLA8,8,PNPLA8
SARS2,4,SARS2
NPHS2,1,NPHS2
CABP5,1,CABP5
POLM,9,POLM
RAB9B,1,RAB9B
SLC6A20,3,SLC6A20
FGF20,1,FGF20
DYNLRB1,1,DYNLRB1
MYOZ1,11,MYOZ1
EMC7,9,EMC7
MID1IP1,8,MID1IP1
ZFP64,22,ZFP64
ENY2,1,ENY2
SAYSD1,1,SAYSD1
CABP2,2,CABP2
PARD6A,10,PARD6A
GPCPD1,11,GPCPD1
ACKR4,1,ACKR4
LTB4R2,1,LTB4R2
KCNK9,1,KCNK9
CCNB1IP1,3,CCNB1IP1
A4GALT,3,A4GALT
MYOZ2,9,MYOZ2
MYNN,12,MYNN
SIX2,3,SIX2
EXOSC4,5,EXOSC4
SLCO1B3,3,SLCO1B3
NRN1,1,NRN1
UBE2T,1,UBE2T
NGRN,6,NGRN
NOP10,2,NOP10
CD320,6,CD320
OSGEP,2,OSGEP
DMAP1,15,DMAP1
ADAP2,1,ADAP2
FZD3,4,FZD3
UBN1,28,UBN1
PCDH12,10,PCDH12
ACP6,1,ACP6
ISYNA1,6,ISYNA1
IL1RAP,10,IL1RAP
NOX4,2,NOX4
IL26,1,IL26
TMEM138,1,TMEM138
BRD7,21,BRD7
NMRK2,5,NMRK2
DCP1A,48,DCP1A
KRCC1,2,KRCC1
FANCF,1,FANCF
KCNJ16,2,KCNJ16
MKKS,4,MKKS
ACOT13,1,ACOT13
PNRC2,5,PNRC2
MED4,2,MED4
TIMMDC1,3,TIMMDC1
NLRC4,6,NLRC4
RIC8A,14,RIC8A
SEMA4B,13,SEMA4B
GPR108,2,GPR108
CD93,3,CD93
B3GAT2,2,B3GAT2
ATP13A2,3,ATP13A2
SLAMF7,4,SLAMF7
LUC7L,11,LUC7L
ESM1,3,ESM1
AKIP1,1,AKIP1
C11orf16,2,C11orf16
ASCL3,6,ASCL3
TMEM9B,4,TMEM9B
NRIP3,2,NRIP3
SCUBE2,4,SCUBE2
SPINK5,8,SPINK5
RPS10P5,4,RPS10P5
LZTFL1,1,LZTFL1
PPAN,11,PPAN
EQTN,4,EQTN
PLCB1,12,PLCB1
LHX9,1,LHX9
CASS4,25,CASS4
MEPE,3,MEPE
CRTAC1,2,CRTAC1
GPRC5C,16,GPRC5C
TRIM36,20,TRIM36
HEYL,1,HEYL
TIGAR,7,TIGAR
C12orf4,2,C12orf4
ANO2,4,ANO2
COPRS,6,COPRS
A1CF,4,A1CF
WASH6P,8,WASH6P
TRPV5,2,TRPV5
TCF7L2,19,TCF7L2
JADE2,12,JADE2
RTN4,59,RTN4
CYLD,19,CYLD
IFT46,6,IFT46
PRSS16,5,PRSS16
HINT3,3,HINT3
MANBAL,3,MANBAL
RPRD1B,11,RPRD1B
MIEF1,18,MIEF1
HPS4,7,HPS4
XPNPEP3,1,XPNPEP3
DDX4,4,DDX4
RRAGD,5,RRAGD
DMRT3,10,DMRT3
PIH1D3,4,PIH1D3
PFDN4,3,PFDN4
SLC35C2,2,SLC35C2
KMT5A,10,KMT5A
NIT2,8,NIT2
CCDC177,9,CCDC177
G6PC2,1,G6PC2
AVEN,12,AVEN
NECTIN3,10,NECTIN3
GPR84,2,GPR84
INCENP,101,INCENP
EXOSC5,3,EXOSC5
EXOSC3,3,EXOSC3
KIF13B,48,KIF13B
PAK6,33,PAK6
PRDM11,1,PRDM11
PRDM10,10,PRDM10
PRDM9,6,PRDM9
PRDM8,8,PRDM8
SEC31B,5,SEC31B
PRDM7,1,PRDM7
ANLN,126,ANLN
XPNPEP1,9,XPNPEP1
CNGB3,11,CNGB3
PRDM6,4,PRDM6
PRDM5,3,PRDM5
GPHN,30,GPHN
MYO5C,13,MYO5C
NPDC1,7,NPDC1
ZNF331,9,ZNF331
ITM2C,5,ITM2C
BIN3,1,BIN3
UTP3,25,UTP3
DAZ1,3,DAZ1
STARD7,2,STARD7
ENTPD7,4,ENTPD7
ZNF71,2,ZNF71
TCIM,4,TCIM
BIRC6,68,BIRC6
ZNF302,4,ZNF302
PDLIM7,39,PDLIM7
CD163L1,1,CD163L1
ACSS2,14,ACSS2
DYRK4,8,DYRK4
PRMT8,2,PRMT8
GDF3,1,GDF3
DIABLO,6,DIABLO
DDX21,34,DDX21
SAR1A,4,SAR1A
POLE4,3,POLE4
MAN1C1,2,MAN1C1
NANS,12,NANS
SH3GLB2,10,SH3GLB2
ASH1L,82,ASH1L
EIF2B3,10,EIF2B3
BATF3,2,BATF3
MBNL1,15,MBNL1
CYP26B1,2,CYP26B1
KLHL1,1,KLHL1
ASAH2,1,ASAH2
PXMP2,1,PXMP2
ARHGEF4,9,ARHGEF4
ARHGEF3,5,ARHGEF3
KCNQ5,28,KCNQ5
SLC2A4RG,1,SLC2A4RG
DAZ3,1,DAZ3
TLR9,3,TLR9
TLR8,3,TLR8
MXRA5,22,MXRA5
SPHK2,18,SPHK2
PDGFC,3,PDGFC
SLC17A5,5,SLC17A5
EIF4ENIF1,96,EIF4ENIF1
ST7,6,ST7
SPTBN5,18,SPTBN5
SIRT7,5,SIRT7
FBXO6,4,FBXO6
PICK1,5,PICK1
DUOX2,4,DUOX2
DUOX1,17,DUOX1
TSHZ2,24,TSHZ2
SH2B1,31,SH2B1
CTPS2,11,CTPS2
POLE3,7,POLE3
CHRAC1,2,CHRAC1
SMYD2,1,SMYD2
AAAS,7,AAAS
YAE1D1,3,YAE1D1
SNRK,24,SNRK
TUBG2,3,TUBG2
DISC1,17,DISC1
GSN-AS1,1,GSN-AS1
TULP4,14,TULP4
PAPOLB,4,PAPOLB
PCDHB16,7,PCDHB16
ABCB10,5,ABCB10
BAZ1A,60,BAZ1A
STRN4,16,STRN4
SLC2A9,2,SLC2A9
ENAM,4,ENAM
ZNF277,3,ZNF277
IL17RB,3,IL17RB
LATS2,23,LATS2
AASDHPPT,2,AASDHPPT
METTL5,2,METTL5
CMC2,1,CMC2
STK36,3,STK36
TPSG1,1,TPSG1
CDC42SE2,2,CDC42SE2
DROSHA,15,DROSHA
UBQLN4,28,UBQLN4
INPP5E,16,INPP5E
CDC42SE1,3,CDC42SE1
SNX15,8,SNX15
CNNM1,11,CNNM1
HEBP1,1,HEBP1
RAB6B,10,RAB6B
APOBEC3C,3,APOBEC3C
DUSP22,8,DUSP22
VPS45,11,VPS45
PNO1,5,PNO1
MRPL17,4,MRPL17
PHPT1,5,PHPT1
SERINC1,10,SERINC1
TMEM167B,1,TMEM167B
INIP,4,INIP
ARHGAP35,61,ARHGAP35
FAM114A2,12,FAM114A2
PLSCR3,3,PLSCR3
AGPAT4,3,AGPAT4
AGPAT3,1,AGPAT3
HELLS,19,HELLS
C1GALT1,2,C1GALT1
LTBP3,4,LTBP3
GLRX2,2,GLRX2
RASSF1,5,RASSF1
SPANXB1,5,SPANXB1
SPANXA1,2,SPANXA1
RGS18,4,RGS18
CREBZF,18,CREBZF
ADARB2,9,ADARB2
KCNH7,7,KCNH7
TOPORS,64,TOPORS
